rep,id,r,g,b,X,Y,Z,source_file,valid_rgb,valid_xyz
1,50,26,68,102,0.016067732008098436,0.018958615765713567,0.05822802635673618,color_battery_amoled_B.csv,True,True
1,51,140,236,176,0.17141314461532392,0.2908483544619522,0.19556190938626183,color_battery_amoled_B.csv,True,True
1,52,225,58,10,0.20503234325955821,0.10848937562918606,0.0006364116258014859,color_battery_amoled_B.csv,True,True
1,53,116,147,220,0.10969048510514409,0.10967292897663625,0.3273828269344262,color_battery_amoled_B.csv,True,True
1,54,77,22,138,0.03313372992292564,0.016135404846539022,0.11432100388609201,color_battery_amoled_B.csv,True,True
1,55,219,188,92,0.23279114240955712,0.23264973389554078,0.04721733487785818,color_battery_amoled_B.csv,True,True
1,56,181,107,229,0.16338195412538195,0.1015572079977884,0.35092805421832485,color_battery_amoled_B.csv,True,True
1,57,36,194,49,0.06918459036117547,0.1781032750888546,0.02065345890842018,color_battery_amoled_B.csv,True,True
1,58,54,43,240,0.07178295684441979,0.03482620061710879,0.3996227180880242,color_battery_amoled_B.csv,True,True
1,59,163,131,38,0.11263733571518723,0.1071493879926968,0.009321883338263443,color_battery_amoled_B.csv,True,True
1,60,205,84,156,0.17755797433908074,0.10205518580282248,0.1445234994941256,color_battery_amoled_B.csv,True,True
1,61,91,253,74,0.1421483411369633,0.33874911476281033,0.041323996464573465,color_battery_amoled_B.csv,True,True
1,62,98,123,29,0.047707195479159845,0.06990896329698185,0.0064464079011345,color_battery_amoled_B.csv,True,True
1,63,243,209,201,0.3007817981561615,0.2833795977483023,0.25122214438522056,color_battery_amoled_B.csv,True,True
1,64,154,5,112,0.08976985151573788,0.04410794885399314,0.06878008775295884,color_battery_amoled_B.csv,True,True
1,65,12,172,166,0.0741132700815877,0.13553222572226484,0.17641084728955486,color_battery_amoled_B.csv,True,True
1,66,15,39,122,0.016083148544786513,0.010373565045421536,0.08644967174542219,color_battery_amoled_B.csv,True,True
1,67,153,143,171,0.12380820319897601,0.11764395262178093,0.18334132219138966,color_battery_amoled_B.csv,True,True
1,68,246,88,22,0.2561444343478163,0.144968632004601,0.0025218727607243677,color_battery_amoled_B.csv,True,True
1,69,97,241,192,0.15333868282259341,0.29188046110437077,0.23934491863469287,color_battery_amoled_B.csv,True,True
1,70,88,119,150,0.058835337135440584,0.06695935359710688,0.13872912036778515,color_battery_amoled_B.csv,True,True
1,71,206,221,64,0.23010254100395872,0.2956461477979499,0.029173170835784357,color_battery_amoled_B.csv,True,True
1,72,160,9,249,0.13849173832777542,0.0653277601876727,0.41834127870231025,color_battery_amoled_B.csv,True,True
1,73,55,160,45,0.04903186041785341,0.11436961780351076,0.014926769717451334,color_battery_amoled_B.csv,True,True
1,74,32,72,236,0.06970354625922243,0.04084260577233272,0.38657597555391604,color_battery_amoled_B.csv,True,True
1,75,182,224,58,0.1945141496916544,0.28815112363178524,0.026724246793892847,color_battery_amoled_B.csv,True,True
1,76,216,54,128,0.19092163448691865,0.09943078706807665,0.08910466255816665,color_battery_amoled_B.csv,True,True
1,77,79,159,87,0.060114693015700355,0.11541074377541047,0.044824316159254744,color_battery_amoled_B.csv,True,True
1,78,119,26,1,0.044200027729234134,0.023042885459072855,8.864271161929505e-05,color_battery_amoled_B.csv,True,True
1,79,225,176,214,0.2528864628070182,0.20941814119050217,0.2937104174045753,color_battery_amoled_B.csv,True,True
1,80,143,103,108,0.08553602653159782,0.06981449890544801,0.06421334665655691,color_battery_amoled_B.csv,True,True
1,81,25,206,186,0.10489937208268636,0.20151325120781435,0.22661229680133133,color_battery_amoled_B.csv,True,True
1,82,21,105,52,0.018351990580008096,0.04221445336371096,0.015560429310094858,color_battery_amoled_B.csv,True,True
1,83,130,192,226,0.14453304933774336,0.1822424992712274,0.34196739619797745,color_battery_amoled_B.csv,True,True
1,84,236,24,88,0.23020233842421678,0.11486481282716268,0.03732425353350037,color_battery_amoled_B.csv,True,True
1,85,122,190,142,0.11238029086663309,0.1794845756357984,0.12206347898695573,color_battery_amoled_B.csv,True,True
1,86,67,56,215,0.06303686258917153,0.03419094553127597,0.31754672822182395,color_battery_amoled_B.csv,True,True
1,87,212,145,15,0.19699374439624784,0.1615020161060248,0.005159422257933708,color_battery_amoled_B.csv,True,True
1,88,187,70,180,0.15147753255134297,0.0826959777126914,0.20374057940187845,color_battery_amoled_B.csv,True,True
1,89,45,238,98,0.11573812550113655,0.2897926544432664,0.06216919854061983,color_battery_amoled_B.csv,True,True
1,90,59,7,162,0.034978425347521554,0.016117209062896463,0.16733782467629807,color_battery_amoled_B.csv,True,True
